ISBN,TITLE,AUTHOR,YEAR,PUBLISHER
9780553479379,The Mark Of The Assassin,Daniel Silva,1998,Random House Audio Publishing Group
9780679745235,Impossible Vacation (Vintage Contemporaries),Spalding Gray,1993,Vintage Books Usa
9780590745888,Welcome To Camp Nightmare (Goosebumps Presents Tv Book #3),Megan Stine,1996,Scholastic Paperbacks
9788804433439,La Fabbrica Dei Corpi,Patricia Cornwell,0,Mondadori Italian
9780525275459,The Cat Who Wished To Be A Man,Lloyd Alexander,1973,Penguin Usa
9780802131256,To Kill A Mockingbird: Tender Mercies And The Trip To Bountiful : 3 Screenplays,Horton Foote,1989,Grove Press
9781931081801,The Five Of Cups,Caitlin R. Kiernan,2003,Subterranean Press
9780688052928,A Gift Of Irish Wisdom,Cyril A. Reilly,1995,Harpercollins
9783518382615,Die Gewinner: Roman (Suhrkamp Taschenbuch),Julio Cortã¡Zar,1990,Suhrkamp
9780448189468,"Secret Agent On Flight 101 (Hardy Boys, No. 46)",Franklin W. Dixon,1975,Putnam Pub Group (L)
9780684857626,The Other Side : A Novel Of The Civil War,Kevin Mccolley,2000,Simon &Amp; Schuster
9782264017314,Le Chat Qui Aimait La Brocante,Lilian Jackson Braun,1999,10-18
9780871401588,My Life,Isadora Duncan,1996,Liveright Publishing Corporation
9780312967017,A Veiled Antiquity (A Torie O'Shea Mystery),Rett Macpherson,1999,St. Martin'S Dead Letter
9780140431315,Jude The Obscure (English Library),Thomas Hardy,1998,Penguin Usa (Paper)
9780765346438,The Last Jihad,Joel C. Rosenberg,2003,Forge Books
9780671655938,Lacey And His Friends : Lacey And His Friends,David Drake,1986,Baen
9780192835055,The Last Of The Mohicans (Oxford World'S Classics),James Fenimore Cooper,1998,Oxford University Press
9780804108584,The Face Of A Stranger (William Monk Novels (Paperback)),Anne Perry,1997,Fawcett Books
9780679029588,London (Citypacks),Louise Nicholson,1996,Fodor'S Travel Publications
9781884929779,"Diabetes Is Not A Piece Of Cake: Revised Third Edition: Prescribed For Family, Friends And Coworkers Of Folks With Diabetes","Janet, Rn Meirelles",1997,Lincoln Publishing
9780590484541,The Mystery Of The Stolen Football (Sports Mystery No.3),T.J. Edwards,1995,Scholastic Paperbacks (Mm)
9780323002868,Mosby'S Comprehensive Review Of Nursing For Nclex-Rn (Book With Cd-Rom For Windows &Amp; Macintosh),Dolores F. Saxton,1998,Mosby
9780843949506,Tears Of The Heart: A Western Story,Lauran Paine,2001,Leisure Books
9780805768138,Emily Bronte (Twayne'S English Authors Series ; Teas 326),Richard Benvenuto,1982,Twayne Publishers
9780892212965,Defending The American Family: The Pro-Family Contract With America,Martin Mawyer,1995,New Leaf Press (Ar)
9780226763743,An Inquiry Into The Nature And Causes Of The Wealth Of Nations/2 Volumes In 1,Adam Smith,1977,University Of Chicago Press
9780553226652,The President Vanishes,Rex Stout,1982,Bantam Books
9780517573822,Jimmy Stewart And His Poems,Jimmy Stewart,1997,Random House Inc
9780373058655,"Wolfe Watching (Man Of The Month, Big Bad Wolfe) (Silhouette Desire, No 5865)",Joan Hohl,1994,Silhouette
9780425057391,More Tests And Teasers,Reader'S Digest Editors,1982,Berkley Publishing Group
9781558702295,The Complete Guide To Contracting Your Home: A Step-By-Step Method For Managing Home Construction,Dave Mcguerty,1992,F &Amp; W Pubns
9780738849119,Birdseed Cookies: A Fractured Memoir,Janis Jaquith,2000,Xlibris Corporation
9780440130406,The G Spot : And Other Discoveries About Human Sexuality,Alice Kahn Ladas,1983,Dell
9780802113597,Trombone,Craig Nova,1992,Pub Group West
9781570872488,Soul Shadows,Victor C Klein,1996,Professional Press
9780802135803,Guide,Dennis Cooper,1998,Grove Press
9780073031897,"Taking Sides: Clashing Views On Controversial Issues In Childhood And Society, 3/E (Taking Sides)",Robert Louis Delcampo,1999,Mcgraw-Hill/Dushkin
9788423309580,Los Ninos Tontos (Coleccion Destinolibro; V. 51),Ana M. Matute,1991,Destino Ediciones
9780486248554,Geometric Allover Patterns (Dover Design Library),Ian O. Angell,1985,Dover Publications
9781558178984,Julia: The Untold Story Of America'S Pretty Woman,Aileen Joyce,1993,Pinnacle Books
9780684717975,Farewell To Arms,Ernest Hemingway,1929,Charles Scribner'S Sons
9780449211090,Blue Highways,William Least Heat-Moon,1986,Fawcett Books
9780553117080,Jaws 2: A Novel,Hank Searls,1978,Bantam Books
9780732266837,Tablet Of Destinies,Traci Harding,2001,Harper Collins
9780888012289,Fresh Blood: New Canadian Gothic Fiction,Eric Henderson,1998,Turnstone Press
9780673388735,The Complete Works Of Shakespeare,David Bevington,1991,Harpercollins Publishers
9780380701773,Software,Rudy Rucker,1987,Eos
9781904153023,"Ghosts, Ghouls And Phantoms Of London (Of London Series)",Travis Elborough,2004,Watling Street
9780140243895,H,Elizabeth Shepard,1996,Penguin Books
9780679738589,Harlan Hubbard: Life And Work,Wendell Berry,1992,Random House Inc
9780345430755,Manifold: Time (Manifold (Hardcover)),Stephen Baxter,2000,Del Rey
9780306810794,"Truly Wilde: The Unsettling Story Of Dolly Wilde, Oscar'S Unusual Niece",Joan Schenkar,2001,Da Capo Press
9780801855818,The Johns Hopkins Guide To Diabetes: For Today And Tomorrow (Johns Hopkins Health Book),Christopher D. Saudek,1997,Johns Hopkins University Press
9780843927467,Totem,Ehren M. Ehly,1989,Leisure Books
9780684803524,Civilization Of Europe In The Renaissance,John Rigby Hale,1995,Scribner
9780671525798,The Kingdom By The Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books
9780802151506,The Ticket That Exploded,William S. Burroughs,1992,Grove Press
9780743225212,A Perfect Friend,Reynolds Price,2002,Scribner
9780451411211,Mona Lisa Smile: A Novel,Deborah Chiel,2003,Onyx Books
9780583129350,The Twentieth Day Of January (Mayflower Books),Ted Allbeury,1981,Harpercollins Publishers
9780671706104,Death Comes As The End,Agatha Christie,1990,Pocket
9780140170504,A Dream Of Eagles,Jack Whyte,1994,Penguin Books Ltd
9788420627236,"Alejandro Magno Rey, General Y Estadista",N. G. L. Hammond,1994,Alianza
9780764538810,Access 2003 For Dummies,John Kaufeld,2003,For Dummies
9781579540364,"Banish Your Belly, Butt And Thighs (Forever!)",Michele Stanten,2000,Rodale Books
9780312271787,Off The Chart: A Novel,James W. Hall,2003,St. Martin'S Minotaur
9780061054655,"Ships Of Merior (Wars Of Light &Amp; Shadow, Vol. 1)",Janny Wurts,1995,Eos
9780375418419,D Is For Deadbeat (Kinsey Millhone Mysteries (Audio)),Sue Grafton,2001,Random House Audio
9780590425209,Five Little Peppers And How They Grew (Apple Classics),Margaret Sidney,1989,Scholastic Paperbacks
9780380820993,Vineyard Shadows: A Martha'S Vineyard Mystery,Philip R. Craig,2002,Avon
9781551668352,Split Second (Maggie O'Dell Novels (Hardcover)),Alex Kava,2001,Mira
9780439106023,This Little Teletubby,Andrew Davenport,1999,Scholastic
9780152020873,The Loudness Of Sam,James Proimos,1999,Harcourt Children'S Books
9780590673273,"Missing (Hear No Evil , No 2)",Kate Chester,1996,Pointe Pubs
9780395404492,Taylor'S Guide To Bulbs (Taylor'S Guide To Gardening),Norman Taylor,1986,Houghton Mifflin Company
9780670833429,The Buddha Of Suburbia,Hanif Kureishi,1990,Penguin Usa
9780373169375,"Her Bachelor Challenge (The Deveraux Legacy) (Harlequin American Romance, No. 937)",Cathy Gillen Thacker,2002,Harlequin
9780446517911,Desperate Measures,David Morrell,1994,Warner Books Inc
9781582432595,The Book Of Sarahs: A Family In Parts,Catherine E. Mckinley,2002,Counterpoint Press
9780812523560,The First Book Of Swords,Fred Saberhagen,1995,Tor Books (Mm)
9780394747316,Walter Lippmann And The American Century,Ronald Steel,1990,Vintage Books Usa
9780917102950,Basic Carpentry Techniques,T. Jeff Williams,1981,Ortho Books
9780739308929,Cold Mountain,Charles Frazier,2003,Random House Audio
9788401242373,Del Amor Y Otros Demonios,Gabriel Garcia Marquez,1998,"Plaza &Amp; Janes Editores, S.A."
9788433969521,La Vida Sexual De Catherine Millet,Catherine Millet,2002,Anagrama
9780937188521,Worst Pills Best Pills Ii: The Older Adult'S Guide To Avoiding Drug-Induced Death Or Illness : 119 Pills You Should Not Use : 245 Safer Alternatives,Sidney M. Wolfe,1993,Pantheon Books
9781555472252,Morning Ran Red,Stephen Bowman,1988,Critics Choice Paperbacks
9780882669861,Cordials From Your Kitchen,Pattie Vargas,1997,Storey Publishing
9780385720878,How To Make Black America Better: Leading African Americans Speak Out,Tavis Smiley,2002,Anchor Books/Doubleday
9780938078623,Practicing For Heaven,Julia B. Levine,1999,Anhinga Press
9780028624617,The Unofficial Guide To Buying A Home (The Unofficial Guide Series),Alan Perlis,1998,John Wiley &Amp; Sons
9780884364542,Sur Le Vif,Madeleine Le Cunff,1977,Emc Corp
9780385414791,Hopes And Impediments: Selected Essays,Chinua Achebe,1990,Anchor Books/Doubleday
9780373106332,Passionate Protect (Harlequin Presents),Penny Jordan,1983,Harlequin
9781557484550,Devotions For Dieters,Dan R. Dick,1994,Barbour Publishing
9780330313087,The Cowardly Lioness,Jean Rook,1990,Pan Macmillan
9783423243360,Iacobus.,Matilde Asensi,2002,Dtv
9780440102724,Autumn Fires,Jackie Black,1983,Dell Publishing
9780895778345,Natural Remedies (Health And Healing The Natural Way),Reader'S Digest,2001,Random House
9783502518747,Tod Einer Alten Dame.,Irene Marcuse,2002,Scherz
9780099143710,Fried Green Tomatoes At The Whistle Stop Cafe,Fannie Flagg,1992,Vintage Books Usa
9782070413768,La Petite Fadette,George Sand,2000,Gallimard
9780373201198,Dream Catchers (By Request) (By Request),Kathleen Eagle,1995,Harlequin
9780879722258,World Of Mystery Fiction,Elliott Gilbert,1983,Univ Of Wisconsin Pr
9780854562619,Castle On The Hill,Elizabeth Goudge,1986,Ulverscroft Large Print Books
9780590877602,"Realm Of The Reaper (Everworld, 4)",K. A. Applegate,1999,Scholastic
9780765342669,The Wonder Clock (Starscape),Howard Pyle,2003,Starscape
9780307748270,Mr. Nash'S Noisy Pancake Machine (Golden Sight 'N' Sound),Amy Bauman,1993,Random House Childrens Books
9781400061495,"A Saint, More Or Less : A Novel",Henry Grunwald,2003,Random House
9780060509187,City Of The Beasts,Isabel Allende,2002,Harpercollins
9780330235044,Irish Fairy Tales (Piccolo Original),Sinead De Valera,1973,Britain Books
9780689713507,"Alexander Y El Dã­A Terrible, Horrible, Espantoso, Horroroso",Judith Viorst,1989,Aladdin
9780684839578,The Girls Next Door,Lindsy Van Gelder,1997,Simon &Amp; Schuster
9780571081783,Bell Jar,Sylvia Plath,0,Faber Faber Inc
9780844214139,French For Beginners (Passport'S Language Guides),Angela Wilkes,1987,Passport Books
9780743229586,Wide Blue Yonder: A Novel,Jean Thompson,2002,Simon &Amp; Schuster
9780671877903,"Silverlight (Arcana, No 2)",Morgan Llywelyn,1997,Baen
9780671022839,Black Cabs,John Mclaren,2000,Simon &Amp; Schuster (Trade Division)
9780874067132,Born To Be Wild,Timothy Williams,1995,Willowisp Press
9780745945040,Looking High &Amp; Low For One Lost Sheep (Tales From The Bible),Christina Goodings,2001,Lion Children'S Books
9780345347749,Tango Key,Alison Drake,1988,Ballantine Books
9780843105896,Morgan And Yew,Stephen Cosgrove,1982,Price Stern Sloan
9780395730980,Spring Snow: The Seasons Of New England From The Old Farmer'S Almanac,Castle Freeman,1995,Houghton Mifflin Company
9781570420894,"To Be Loved: The Music, The Magic, The Memories Of Motown : An Autobiography",Berry Gordy,1994,Time Warner Audio Books
9780671576165,Cain,James Byron Huggins,1997,Simon &Amp; Schuster Audio
9780553567564,"Stampede! (Choose Your Own Adventure, No 180)",Laban Carick Hill,1997,Skylark Books
9780689820380,Vacation! (Rugrats),Molly Wigand,1998,Simon Spotlight/Nickelodeon
9780448214160,"The Snow Parlor, And Other Bedtime Stories,",Elizabeth Jane Coatsworth,1971,Grosset &Amp; Dunlap
9780310219019,"The Endless Knot (Song Of Albion, Volume 3)",Stephen R. Lawhead,1998,Zondervan Publishing Company
9780373120994,"Aunt Lucy'S Lover (Presents Passion) (Harlequin Presents, No 2099)",Miranda Lee,2000,Harlequin
9780441322381,"Heathcliff Round Three, No. 8 (Heathcliff Round Three)",George Gately,1986,Ace Books
9780375506123,"I Cannot Tell A Lie, Exactly",Mary Ladd Gavell,2001,Random House Trade
9780613360135,Speak,Laurie Halse Anderson,2001,Sagebrush Bound
9780761112396,How Come? Planet Earth,Kathy Wollard,1999,Workman Publishing
9781563244223,An Anthology Of Russian Literature From Earliest Writings To Modern Fiction: Introduction To A Culture,Nicholas Rzhevsky,1997,M. E. Sharpe
9780525938200,Latin For Pigs: An Illustrated History From Oedipork Rex To Hog &Amp; Das,Lisa Rogak,1994,Penguin Usa (T)
9780765305985,The Omega Expedition,Brian Stableford,2003,Tor Books
9780140372625,The Mysterious Adventures Of Sherlock Holmes (Puffin Classics),"Arthur Conan, Sir Doyle",1996,Puffin Books
9780671643195,The Full Catastrophe,David Carkeet,1990,Simon &Amp; Schuster
9780451212214,Our Lady Of Darkness: A Mystery Of Ancient Ireland,Peter Tremayne,2004,Signet Book
9782253004035,Colomba Et Autres Nouvelles,Merimee,0,Livre De Poche
9783522172547,"Martin, Der Krieger. Der Ruf Nach Freiheit. ( Ab 10 J.).",Brian Jacques,2001,Thienemann Verlag
9780895772213,Magic And Medicine Of Plants,Readers Digest Editors,1986,Readers Digest
9780553053234,Born Royal: The Lives And Loves Of The Young Windsors,Richard Hough,1988,Bantam Dell Pub Group
9781559704991,Theo'S Odyssey,Catherine Clement,1999,Arcade Publishing
9781551110455,The Dreamer Awakes,Alice Kane,1995,Broadview Pr
9780671319618,Against The Odds (Angel),Elizabeth Moon,2000,Baen
9780395536803,Island Of The Blue Dolphins (Illustrated),Scott O'Dell,1990,Houghton Mifflin
9780061000386,Crossword Puzzle Dictionary,Andrew Swanfeldt,1991,Harperresource
9780393047851,The Universal Computer: The Road From Leibniz To Turing,Martin Davis,2000,W.W. Norton &Amp; Company
9780373122745,"The Prince'S Pleasure (By Royal Command) (Harlequin Presents, No. 2274)",Robyn Donald,2002,Harlequin
9780785270416,Solving Bible Mysteries &Lt;I>Unraveling The Perplexing And Troubling Passages Of Scripture&Lt;/I>,D. James Kennedy,2000,Nelson Books
9780807282601,Spider Sparrow,Dick King-Smith,2000,Listening Library
9780345461629,Pandora'S Star,Peter F. Hamilton,2004,Del Rey
9780440360223,Danielle Steel: Kaleidoscope/Star/Fine Things,Danielle Steel,1990,Bantam Dell Pub Group
9780671612702,In The Flesh,Clive Barker,1988,Pocket
9780449243169,White Rose,Thum,1981,Fawcett Books
9788432069178,Los Mares Del Sur,Manuel Vazquez Montalban,1995,Planeta Pub Corp
9782070392599,Les Recres Du Petit Nicolas,Gosanny Sempe,2001,Schoenhofs Foreign Books
9780307201201,Rudolph The Red-Nosed Reindeer: Squeaktime Book (Golden Squeaktime Book),Margaret Snyder,1998,Golden Books
9782020538046,Quatre Soldats,Hubert Mingarelli,2003,Seuil
9781859841754,The History Of Forgetting: Los Angeles And The Erasure Of Memory (Haymarket Series),Norman M. Klein,1997,Verso
9780373822317,Pride And Promises,B. J. James,2000,Harlequin Books
9780743458344,Norstrilia,Cordwainer Smith,2003,I Books
9781862045026,Numerology: Your Personal Guide For Life,Sonia Ducie,1999,Houghton Mifflin
9780449003305,Grievous Sin (Peter Decker &Amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1998,Fawcett
9781565270787,"Lotus 1-2-3, Release 2.4 For Business: With Wysiwyg And Smarticons (Microcomputer Applications For Business Series)",Roy Ageloff,1993,Course Technology
9780672319587,Sams Teach Yourself Java 2 In 21 Days (2Nd Edition),Laura Lemay,2000,Sams
9780195015546,The Story Of Rock,Carl Belz,1972,Oxford Univ Pr
9780671011390,Hellion,Gloria Dale Skinner,1998,Pocket
9780345424488,"The Coming Of Shadows (Babylon 5, No 2)",Jane Killick,1998,Del Rey
9780843933659,Angel Hunter,Ana Leigh,1992,Leisure Books
9780747266389,Let It Shine,Josephine Cox,2001,Headline
9788483026007,Pioneiros Na Corrente Do Golfo: A Primeira Emigraciã³N Galega A Mã©Xico (1837-1936) (Universitaria),Elixio Villaverde Garcã­A,2001,Ediciã³Ns Xerais De Galicia
9780882906232,The War To Save Our Kids: Raising G-Rated Kids In An X-Rated World,Richard P Lindsay,1998,Horizon Publishers &Amp; Distributors
9783442435586,Tã?Â¶Chter Und Mã?Â¼Tter. Ein Frauenlesebuch.,Anne. Rademacher,1997,Goldmann
9780060920210,The Horse'S Mouth,Joyce Cary,1990,Harpercollins
9780140432350,The Golden Bowl (Penguin English Library),Henry James,1985,Penguin Books
9780830816286,How To Eat Humble Pie &Amp; Not Get Indigestion,Charlene Ann Baumbich,1993,Intervarsity Pr
9780449007402,On The Road With Charles Kuralt,Charles Kuralt,1995,Fawcett Books
9781873475782,500 Chat-Up Lines,Stewart Ferris,1996,Summersdale Publishers
9788424688011,Mecanoscrito Del Segundo Origen,Manuel De Pedrolo,1998,La Galera
9781861050311,Goodbye Dear Friend: Coming To Terms With The Death Of A Pet,Virginia Ironside,1997,Robson Books
9780312782153,The Tv Theme Song Sing-Along Songbook,John Javna,1984,St. Martin'S Press
9780590306225,Dynamite Book Of Ghosts And Haunted Houses,Ronan,1980,Scholastic
9781570717437,First Lady,Michael Malone,2001,Sourcebooks Landmark
9780831712235,"Christmas Companion: Festive Food, Gifts And Decorations, Christmas Customs, Party",Gloria Nichol,1995,Smithmark Publishers
9783627000653,Liebeslohn: Roman,Olivia Kleinknecht,1998,Frankfurter Verlagsanstalt
9781565120754,Winter Birds,Jim Grimsley,1994,Algonquin Books Of Chapel Hill
9780743474184,Ransom,Julie Garwood,2003,Pocket Books
9780935796681,The Red Badge Of Courage: Stephen Crane'S Novel Of The Civil War: An Historically,Stephen Crane,1995,Purple Mountain Press Ltd
9780879515904,Walk Aerobics,Les Snowdon,1995,Overlook Press
9781401200176,In The Shadow Of Edgar Allen Poe,Jonathon Scott Fuqua,2003,Dc Comics
9789879460061,E - Commerce - Explorando Negocios Y Sociedades,Craig Fellenstein,2000,Prentice Hall
9781564021007,My Grandma Is Wonderful,Nick Butterworth,1992,Candlewick Press (Ma)
9780747564157,Hard Work: Life In Low-Pay Briatin,Polly Toynbee,2003,Bloomsbury Publishing Plc
9780671742676,Dead Letters : Dead Letters (Eamon Wearie Mystery),Sean Mcgrady,1992,Pocket
9781853263194,Dictionary Of Saints (Wordsworth Collection),A. Jones,1997,Wordsworth Editions Ltd
9780684829579,"The Empty Space : A Book About The Theatre: Deadly, Holy, Rough, Immediate",Peter Brook,1995,Touchstone
9780060594374,Ain'T She Sweet?,Susan Elizabeth Phillips,2004,Harperaudio
9780060922580,Holographic Universe,Michael Talbot,1992,Perennial
